Todos os resultados da Mega Sena | Rede Loteria,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Conc.,Data,,,,,,,Gan.,Prêmio,Apostas
2229,29/01/2020,6.0,11.0,29.0,40.0,41.0,58.0,0,,13260579
2228,25/01/2020,9.0,19.0,23.0,32.0,39.0,45.0,0,,11335309
2227,23/01/2020,6.0,9.0,12.0,27.0,32.0,57.0,0,,9646056
2226,21/01/2020,2.0,4.0,7.0,16.0,30.0,38.0,0,,7650672
2225,18/01/2020,1.0,32.0,37.0,44.0,46.0,47.0,0,,10656350
2224,15/01/2020,16.0,23.0,32.0,50.0,52.0,58.0,0,,8453265
2223,11/01/2020,2.0,26.0,40.0,42.0,49.0,56.0,0,,8255994
2222,08/01/2020,13.0,14.0,29.0,30.0,48.0,59.0,0,,6556768
2221,04/01/2020,5.0,23.0,34.0,45.0,56.0,57.0,0,,5354093
2220,31/12/2019,3.0,35.0,38.0,40.0,57.0,58.0,4,76053459.66,228640467
2219,21/12/2019,8.0,28.0,36.0,45.0,57.0,59.0,0,,6221790
2218,19/12/2019,6.0,16.0,22.0,38.0,48.0,52.0,1,40059665.22,10470187
2217,17/12/2019,10.0,14.0,16.0,30.0,32.0,36.0,0,,8098164
2216,14/12/2019,10.0,24.0,42.0,43.0,48.0,49.0,0,,11709483
2215,11/12/2019,1.0,19.0,21.0,23.0,33.0,43.0,0,,9843700
2214,07/12/2019,4.0,10.0,18.0,30.0,34.0,47.0,0,,7004140
2213,04/12/2019,5.0,7.0,10.0,32.0,46.0,60.0,1,51119263.33,14783100
2212,30/11/2019,23.0,26.0,51.0,52.0,53.0,58.0,0,,13299420
2211,27/11/2019,27.0,36.0,40.0,41.0,44.0,54.0,0,,11870227
2210,23/11/2019,11.0,17.0,24.0,25.0,33.0,34.0,0,,11417981
2209,20/11/2019,22.0,25.0,28.0,32.0,33.0,47.0,0,,8016340
2208,16/11/2019,16.0,25.0,30.0,40.0,45.0,49.0,0,,7431361
2207,13/11/2019,6.0,10.0,11.0,43.0,53.0,55.0,0,,7501739
2206,09/11/2019,6.0,27.0,38.0,42.0,45.0,57.0,0,,6172601
2205,06/11/2019,12.0,21.0,28.0,37.0,42.0,57.0,1,61429947.73,12983152
2204,04/11/2019,1.0,28.0,29.0,32.0,35.0,56.0,0,,13225140
2203,30/10/2019,17.0,34.0,46.0,49.0,50.0,57.0,0,,10856046
2202,26/10/2019,11.0,29.0,37.0,38.0,43.0,60.0,0,,
2201,24/10/2019,3.0,13.0,23.0,41.0,49.0,53.0,0,,
2200,22/10/2019,11.0,15.0,28.0,36.0,43.0,55.0,0,,
2199,19/10/2019,15.0,23.0,30.0,35.0,38.0,44.0,0,,
2198,16/10/2019,1.0,11.0,34.0,36.0,44.0,56.0,1,34615569.28,
2197,14/10/2019,3.0,11.0,29.0,35.0,44.0,57.0,0,,
2196,09/10/2019,1.0,25.0,27.0,28.0,41.0,56.0,0,,
2195,05/10/2019,14.0,24.0,32.0,38.0,46.0,53.0,0,,
2194,02/10/2019,8.0,16.0,20.0,21.0,31.0,34.0,0,,
2193,28/09/2019,7.0,8.0,22.0,27.0,29.0,42.0,1,5698505.42,
2192,26/09/2019,7.0,16.0,37.0,53.0,57.0,59.0,0,,
2191,24/09/2019,4.0,8.0,26.0,33.0,46.0,53.0,1,43258437.8,
2190,21/09/2019,5.0,9.0,20.0,25.0,35.0,53.0,0,,
2189,18/09/2019,4.0,11.0,16.0,22.0,29.0,33.0,1,120085143.97,
2188,14/09/2019,2.0,17.0,21.0,28.0,51.0,60.0,0,,
2187,11/09/2019,10.0,11.0,16.0,21.0,46.0,50.0,0,,
2186,09/09/2019,12.0,18.0,19.0,27.0,41.0,46.0,0,,
2185,04/09/2019,9.0,18.0,19.0,22.0,42.0,47.0,0,,
2184,31/08/2019,15.0,36.0,45.0,51.0,52.0,59.0,0,,
2183,28/08/2019,13.0,26.0,30.0,34.0,43.0,51.0,0,,
2182,24/08/2019,19.0,22.0,39.0,46.0,47.0,59.0,0,,
2181,21/08/2019,1.0,8.0,19.0,33.0,36.0,48.0,0,,
2180,17/08/2019,10.0,12.0,16.0,21.0,28.0,38.0,0,,
2179,14/08/2019,2.0,13.0,24.0,35.0,50.0,54.0,0,,
2178,10/08/2019,2.0,16.0,21.0,42.0,50.0,56.0,0,,
2177,08/08/2019,9.0,11.0,14.0,31.0,48.0,51.0,0,,
2176,06/08/2019,8.0,23.0,25.0,39.0,43.0,44.0,1,30505746.02,
2175,03/08/2019,7.0,25.0,32.0,43.0,53.0,55.0,0,,
2174,31/07/2019,10.0,15.0,34.0,36.0,56.0,60.0,0,,
2173,27/07/2019,2.0,9.0,42.0,44.0,48.0,50.0,0,,
2172,24/07/2019,9.0,24.0,28.0,37.0,43.0,57.0,0,,
2171,20/07/2019,12.0,13.0,19.0,36.0,44.0,55.0,1,21978571.91,
2170,17/07/2019,10.0,21.0,24.0,36.0,38.0,51.0,0,,
2169,13/07/2019,7.0,34.0,45.0,51.0,54.0,59.0,0,,
2168,11/07/2019,1.0,4.0,25.0,27.0,29.0,37.0,1,8177021.67,
2167,09/07/2019,27.0,37.0,38.0,43.0,45.0,54.0,0,,
2166,06/07/2019,3.0,19.0,34.0,44.0,56.0,58.0,0,,
2165,03/07/2019,5.0,37.0,43.0,49.0,54.0,56.0,1,35218398.02,
2164,29/06/2019,16.0,17.0,25.0,47.0,48.0,58.0,0,,
2163,26/06/2019,8.0,18.0,20.0,24.0,36.0,45.0,0,,
2162,22/06/2019,11.0,16.0,22.0,30.0,34.0,42.0,0,,
2161,19/06/2019,8.0,9.0,10.0,24.0,42.0,44.0,1,124209628.25,
2160,15/06/2019,1.0,19.0,46.0,47.0,49.0,53.0,0,,
2159,12/06/2019,14.0,26.0,35.0,38.0,45.0,53.0,0,,
2158,08/06/2019,9.0,27.0,35.0,45.0,46.0,59.0,0,,
2157,05/06/2019,31.0,33.0,34.0,35.0,39.0,48.0,0,,
2156,01/06/2019,1.0,6.0,23.0,26.0,39.0,49.0,0,,
2155,29/05/2019,2.0,6.0,27.0,37.0,44.0,47.0,0,,
2154,25/05/2019,7.0,25.0,41.0,47.0,50.0,53.0,0,,
2153,22/05/2019,8.0,13.0,28.0,31.0,32.0,33.0,1,11825289.36,
2152,18/05/2019,26.0,29.0,36.0,49.0,50.0,59.0,0,,
2151,15/05/2019,2.0,14.0,18.0,29.0,36.0,38.0,0,,
2150,11/05/2019,23.0,24.0,26.0,38.0,42.0,49.0,1,289420865,
2149,08/05/2019,21.0,23.0,37.0,44.0,46.0,48.0,0,,
2148,04/05/2019,8.0,15.0,32.0,33.0,58.0,59.0,0,,
2147,02/05/2019,17.0,19.0,37.0,41.0,42.0,49.0,0,,
2146,27/04/2019,16.0,18.0,31.0,39.0,42.0,44.0,0,,
2145,24/04/2019,6.0,8.0,28.0,51.0,53.0,59.0,0,,
2144,20/04/2019,7.0,16.0,21.0,33.0,55.0,60.0,0,,
2143,17/04/2019,2.0,12.0,35.0,51.0,57.0,58.0,0,,
2142,13/04/2019,7.0,40.0,44.0,50.0,52.0,57.0,0,,
2141,10/04/2019,10.0,11.0,17.0,19.0,37.0,41.0,0,,
2140,06/04/2019,17.0,20.0,26.0,36.0,42.0,54.0,0,,
2139,03/04/2019,14.0,23.0,29.0,41.0,57.0,58.0,0,,
2138,30/03/2019,4.0,13.0,14.0,21.0,30.0,34.0,0,,
2137,27/03/2019,1.0,2.0,11.0,12.0,34.0,49.0,0,,
2136,23/03/2019,1.0,8.0,11.0,22.0,30.0,35.0,0,,
2135,20/03/2019,9.0,23.0,28.0,40.0,48.0,59.0,1,32689083.52,
2134,16/03/2019,6.0,21.0,34.0,46.0,54.0,59.0,0,,
2133,13/03/2019,19.0,20.0,26.0,51.0,52.0,57.0,0,,
2132,09/03/2019,5.0,18.0,30.0,35.0,39.0,60.0,0,,
2131,06/03/2019,2.0,3.0,6.0,18.0,20.0,28.0,1,78938208.62,
2130,02/03/2019,13.0,16.0,36.0,53.0,54.0,55.0,0,,
2129,28/02/2019,6.0,12.0,31.0,32.0,46.0,60.0,0,,
2128,26/02/2019,11.0,16.0,24.0,46.0,54.0,55.0,0,,
2127,23/02/2019,1.0,7.0,28.0,30.0,44.0,46.0,0,,
2126,20/02/2019,7.0,12.0,24.0,27.0,39.0,58.0,0,,
2125,16/02/2019,1.0,31.0,44.0,46.0,53.0,58.0,0,,
2124,13/02/2019,2.0,11.0,20.0,31.0,43.0,47.0,0,,
2123,09/02/2019,14.0,15.0,47.0,50.0,56.0,59.0,0,,
2122,06/02/2019,3.0,11.0,15.0,21.0,27.0,49.0,0,,
2121,02/02/2019,8.0,10.0,17.0,29.0,37.0,40.0,1,24666686.76,
2120,30/01/2019,13.0,20.0,24.0,25.0,38.0,41.0,0,,
2119,26/01/2019,19.0,21.0,26.0,31.0,42.0,49.0,0,,
2118,23/01/2019,11.0,12.0,20.0,40.0,41.0,46.0,1,37902607.11,
2117,19/01/2019,4.0,28.0,29.0,30.0,43.0,52.0,0,,
2116,17/01/2019,1.0,9.0,19.0,21.0,34.0,54.0,0,,
2115,15/01/2019,4.0,19.0,27.0,35.0,40.0,44.0,0,,
2114,12/01/2019,17.0,25.0,30.0,35.0,42.0,57.0,0,,
2113,09/01/2019,11.0,14.0,21.0,25.0,46.0,50.0,0,,
2112,05/01/2019,17.0,39.0,43.0,46.0,52.0,53.0,0,,
2111,02/01/2019,1.0,41.0,44.0,46.0,54.0,58.0,0,,
2110,31/12/2018,5.0,10.0,12.0,18.0,25.0,33.0,52,5818007.36,
2109,20/12/2018,4.0,12.0,16.0,34.0,44.0,49.0,0,,
2108,18/12/2018,19.0,22.0,29.0,41.0,44.0,59.0,0,,
2107,15/12/2018,8.0,38.0,44.0,50.0,56.0,60.0,0,,
2106,12/12/2018,3.0,27.0,36.0,39.0,40.0,43.0,0,,
2105,08/12/2018,11.0,13.0,16.0,24.0,31.0,46.0,0,,
2104,06/12/2018,2.0,10.0,12.0,27.0,45.0,56.0,0,,
2103,04/12/2018,3.0,13.0,40.0,44.0,46.0,50.0,0,,
2102,01/12/2018,4.0,6.0,17.0,34.0,51.0,57.0,0,,
2101,28/11/2018,2.0,8.0,18.0,37.0,56.0,58.0,0,,
2100,24/11/2018,1.0,10.0,11.0,13.0,35.0,49.0,1,69186484.11,
2099,21/11/2018,5.0,15.0,20.0,27.0,30.0,58.0,0,,
2098,17/11/2018,2.0,8.0,18.0,27.0,38.0,60.0,0,,
2097,14/11/2018,9.0,24.0,28.0,45.0,49.0,51.0,0,,
2096,10/11/2018,6.0,11.0,13.0,19.0,24.0,51.0,0,,
2095,07/11/2018,16.0,29.0,35.0,43.0,49.0,56.0,0,,
2094,03/11/2018,4.0,16.0,19.0,31.0,33.0,44.0,0,,
2093,31/10/2018,8.0,14.0,27.0,34.0,52.0,54.0,0,,
2092,27/10/2018,11.0,13.0,15.0,17.0,22.0,27.0,0,,
2091,25/10/2018,10.0,11.0,12.0,37.0,38.0,59.0,1,20024894.84,
2090,23/10/2018,8.0,11.0,18.0,37.0,40.0,51.0,0,,
2089,20/10/2018,5.0,10.0,32.0,38.0,48.0,49.0,0,,
2088,17/10/2018,3.0,14.0,24.0,27.0,38.0,56.0,1,2526635,
2087,13/10/2018,2.0,18.0,19.0,23.0,34.0,53.0,1,27364769.44,
2086,10/10/2018,4.0,35.0,43.0,46.0,47.0,53.0,0,,
2085,06/10/2018,12.0,21.0,25.0,37.0,38.0,49.0,0,,
2084,03/10/2018,7.0,20.0,26.0,37.0,38.0,39.0,0,,
2083,29/09/2018,1.0,18.0,19.0,33.0,56.0,60.0,0,,
2082,26/09/2018,6.0,25.0,33.0,42.0,48.0,49.0,1,2420701.1,
2081,22/09/2018,13.0,18.0,35.0,40.0,41.0,42.0,1,21763750.54,
2080,20/09/2018,10.0,22.0,40.0,46.0,55.0,58.0,0,,
2079,18/09/2018,1.0,2.0,14.0,37.0,55.0,58.0,0,,
2078,15/09/2018,2.0,11.0,15.0,30.0,36.0,39.0,0,,
2077,12/09/2018,13.0,16.0,26.0,35.0,37.0,39.0,1,27758694.68,
2076,08/09/2018,5.0,6.0,12.0,15.0,22.0,43.0,0,,
2075,05/09/2018,7.0,9.0,23.0,33.0,57.0,59.0,0,,
2074,01/09/2018,8.0,18.0,23.0,37.0,42.0,58.0,2,22327541.33,
2073,29/08/2018,12.0,15.0,18.0,30.0,52.0,55.0,0,,
2072,25/08/2018,10.0,12.0,13.0,20.0,22.0,54.0,0,,
2071,22/08/2018,24.0,33.0,34.0,35.0,46.0,60.0,0,,
2070,18/08/2018,5.0,26.0,27.0,34.0,42.0,48.0,0,,
2069,16/08/2018,3.0,17.0,34.0,35.0,40.0,48.0,0,,
2068,14/08/2018,3.0,5.0,9.0,40.0,42.0,47.0,0,,
2067,11/08/2018,2.0,11.0,13.0,26.0,32.0,59.0,0,,
2066,08/08/2018,6.0,25.0,27.0,35.0,45.0,55.0,1,35155103.28,
2065,04/08/2018,4.0,11.0,20.0,30.0,37.0,43.0,0,,
2064,01/08/2018,10.0,14.0,36.0,53.0,55.0,60.0,0,,
2063,28/07/2018,6.0,10.0,19.0,24.0,25.0,29.0,0,,
2062,25/07/2018,8.0,10.0,15.0,23.0,25.0,34.0,1,73450153.75,
2061,21/07/2018,33.0,36.0,40.0,44.0,45.0,54.0,0,,
2060,18/07/2018,8.0,9.0,11.0,25.0,39.0,41.0,0,,
2059,14/07/2018,4.0,5.0,36.0,40.0,44.0,56.0,0,,
2058,11/07/2018,4.0,19.0,23.0,29.0,56.0,59.0,0,,
2057,07/07/2018,10.0,13.0,20.0,37.0,38.0,54.0,0,,
2056,05/07/2018,18.0,22.0,29.0,34.0,36.0,47.0,0,,
2055,03/07/2018,6.0,25.0,35.0,43.0,46.0,53.0,0,,
2054,30/06/2018,4.0,7.0,12.0,22.0,26.0,39.0,0,,
2053,27/06/2018,12.0,22.0,27.0,37.0,40.0,55.0,0,,
2052,23/06/2018,50.0,51.0,56.0,57.0,58.0,59.0,4,9627559.21,
2051,20/06/2018,1.0,5.0,6.0,37.0,44.0,53.0,0,,
2050,16/06/2018,8.0,31.0,32.0,33.0,38.0,50.0,0,,
2049,13/06/2018,10.0,19.0,27.0,31.0,51.0,53.0,0,,
2048,09/06/2018,10.0,19.0,26.0,35.0,38.0,39.0,0,,
2047,06/06/2018,1.0,18.0,19.0,29.0,44.0,54.0,0,,
2046,02/06/2018,3.0,6.0,11.0,27.0,28.0,46.0,1,29066470.84,
2045,30/05/2018,15.0,25.0,27.0,45.0,46.0,50.0,1,29066470.84,
2044,26/05/2018,7.0,14.0,47.0,54.0,56.0,60.0,0,,
2043,23/05/2018,21.0,38.0,53.0,56.0,57.0,58.0,0,,
2042,19/05/2018,14.0,22.0,29.0,32.0,33.0,35.0,0,,
2041,16/05/2018,10.0,12.0,22.0,25.0,42.0,54.0,1,58932070.38,
2040,12/05/2018,6.0,9.0,41.0,54.0,56.0,58.0,0,,
2039,10/05/2018,6.0,12.0,22.0,28.0,31.0,44.0,0,,
2038,08/05/2018,6.0,25.0,26.0,35.0,38.0,40.0,0,,
2037,05/05/2018,14.0,16.0,23.0,30.0,45.0,60.0,0,,
2036,02/05/2018,7.0,8.0,19.0,23.0,27.0,58.0,0,,
2035,28/04/2018,30.0,35.0,36.0,38.0,49.0,52.0,0,,
2034,25/04/2018,6.0,7.0,13.0,17.0,22.0,56.0,1,2777651.27,
2033,20/04/2018,10.0,18.0,33.0,38.0,40.0,43.0,1,9349630.55,
2032,17/04/2018,6.0,14.0,19.0,20.0,39.0,53.0,0,,
2031,14/04/2018,18.0,23.0,37.0,39.0,50.0,55.0,0,,
2030,11/04/2018,4.0,27.0,38.0,40.0,58.0,59.0,1,22122662.6,
2029,07/04/2018,6.0,15.0,18.0,33.0,37.0,40.0,0,,
2028,04/04/2018,7.0,11.0,24.0,36.0,42.0,58.0,4,10251126.97,
2027,31/03/2018,11.0,15.0,29.0,37.0,39.0,44.0,0,,
2026,28/03/2018,10.0,23.0,31.0,33.0,51.0,52.0,0,,
2025,24/03/2018,4.0,24.0,46.0,52.0,55.0,56.0,0,,
2024,21/03/2018,16.0,20.0,23.0,29.0,35.0,47.0,0,,
2023,17/03/2018,1.0,6.0,7.0,8.0,23.0,56.0,2,29864355.95,
2022,14/03/2018,4.0,28.0,45.0,48.0,52.0,60.0,0,,
2021,10/03/2018,7.0,14.0,32.0,37.0,40.0,60.0,0,,
2020,07/03/2018,2.0,36.0,46.0,48.0,57.0,60.0,0,,
2019,03/03/2018,23.0,41.0,46.0,52.0,54.0,59.0,0,,
2018,28/02/2018,11.0,22.0,25.0,27.0,55.0,59.0,0,,
2017,24/02/2018,2.0,10.0,11.0,24.0,38.0,56.0,0,,
2016,21/02/2018,4.0,11.0,17.0,18.0,21.0,48.0,0,,
2015,17/02/2018,17.0,18.0,27.0,32.0,39.0,58.0,1,104545829.37,
2014,14/02/2018,16.0,32.0,40.0,46.0,53.0,56.0,0,,
2013,10/02/2018,6.0,23.0,30.0,36.0,53.0,56.0,0,,
2012,08/02/2018,8.0,11.0,27.0,35.0,36.0,51.0,0,,
2011,06/02/2018,2.0,28.0,32.0,35.0,54.0,58.0,0,,
2010,03/02/2018,8.0,10.0,18.0,34.0,39.0,56.0,0,,
2009,31/01/2018,1.0,37.0,44.0,46.0,48.0,50.0,0,,
2008,27/01/2018,22.0,27.0,33.0,42.0,58.0,59.0,0,,
2007,24/01/2018,4.0,14.0,39.0,41.0,54.0,58.0,0,,
2006,20/01/2018,1.0,9.0,14.0,20.0,25.0,54.0,0,,
2005,17/01/2018,11.0,19.0,22.0,33.0,34.0,53.0,0,,
2004,13/01/2018,1.0,5.0,14.0,23.0,35.0,45.0,3,4095573.45,
2003,10/01/2018,28.0,34.0,40.0,43.0,50.0,51.0,0,,
2002,06/01/2018,4.0,28.0,30.0,38.0,46.0,59.0,0,,
2001,03/01/2018,20.0,22.0,36.0,42.0,52.0,60.0,0,,
2000,31/12/2017,3.0,6.0,10.0,17.0,34.0,37.0,17,18042279.04,
1999,21/12/2017,15.0,37.0,38.0,42.0,49.0,50.0,0,,
1998,19/12/2017,8.0,21.0,24.0,25.0,52.0,57.0,0,,
1997,16/12/2017,1.0,7.0,14.0,31.0,35.0,46.0,0,,
1996,13/12/2017,7.0,20.0,21.0,24.0,40.0,56.0,0,,
1995,09/12/2017,14.0,26.0,29.0,35.0,37.0,39.0,0,,
1994,06/12/2017,2.0,5.0,12.0,32.0,40.0,44.0,0,,
1993,02/12/2017,6.0,17.0,33.0,48.0,50.0,57.0,0,,
1992,29/11/2017,5.0,11.0,13.0,21.0,53.0,54.0,2,32953918.65,
1991,25/11/2017,19.0,20.0,28.0,34.0,36.0,44.0,0,,
1990,22/11/2017,11.0,24.0,26.0,34.0,37.0,59.0,0,,
1989,18/11/2017,15.0,22.0,30.0,32.0,40.0,58.0,0,,
1988,16/11/2017,5.0,10.0,39.0,42.0,46.0,54.0,0,,
1987,11/11/2017,10.0,14.0,31.0,34.0,45.0,58.0,0,,
1986,09/11/2017,23.0,36.0,43.0,44.0,55.0,56.0,0,,
1985,07/11/2017,9.0,28.0,29.0,34.0,36.0,55.0,0,,
1984,04/11/2017,21.0,29.0,32.0,35.0,43.0,50.0,0,,
1983,01/11/2017,5.0,6.0,10.0,14.0,22.0,36.0,1,2598401.89,
1982,28/10/2017,4.0,14.0,20.0,24.0,46.0,50.0,1,20777195.15,
1981,25/10/2017,6.0,15.0,19.0,37.0,39.0,53.0,0,,
1980,21/10/2017,12.0,16.0,17.0,18.0,34.0,37.0,0,,
1979,19/10/2017,22.0,23.0,29.0,32.0,38.0,45.0,1,3951513.94,
1978,17/10/2017,2.0,6.0,22.0,44.0,55.0,57.0,0,,
1977,14/10/2017,3.0,16.0,28.0,32.0,34.0,37.0,1,5889546.54,
1976,11/10/2017,12.0,14.0,19.0,25.0,52.0,59.0,0,,
1975,07/10/2017,8.0,11.0,24.0,26.0,47.0,57.0,1,22575348.57,
1974,04/10/2017,4.0,19.0,27.0,38.0,54.0,57.0,1,54268048.74,
1973,30/09/2017,1.0,12.0,16.0,17.0,52.0,60.0,0,,
1972,27/09/2017,9.0,16.0,20.0,54.0,57.0,59.0,0,,
1971,23/09/2017,4.0,10.0,41.0,44.0,52.0,54.0,0,,
1970,21/09/2017,5.0,10.0,18.0,24.0,39.0,52.0,0,,
1969,19/09/2017,8.0,20.0,30.0,32.0,48.0,59.0,0,,
1968,16/09/2017,35.0,36.0,39.0,44.0,48.0,52.0,0,,
1967,13/09/2017,13.0,30.0,32.0,39.0,46.0,54.0,0,,
1966,09/09/2017,10.0,13.0,19.0,32.0,40.0,60.0,0,,
1965,06/09/2017,26.0,28.0,35.0,38.0,48.0,55.0,1,78022245.31,
1964,02/09/2017,2.0,27.0,32.0,36.0,48.0,50.0,0,,
1963,30/08/2017,4.0,5.0,7.0,34.0,42.0,60.0,0,,
1962,26/08/2017,5.0,6.0,15.0,25.0,39.0,53.0,0,,
1961,23/08/2017,17.0,25.0,26.0,30.0,32.0,50.0,0,,
1960,19/08/2017,1.0,18.0,25.0,37.0,39.0,43.0,0,,
1959,16/08/2017,8.0,21.0,27.0,35.0,43.0,56.0,0,,
1958,12/08/2017,15.0,20.0,22.0,24.0,34.0,55.0,0,,
1957,10/08/2017,2.0,14.0,22.0,23.0,29.0,47.0,1,51557331.87,
1956,08/08/2017,5.0,8.0,20.0,28.0,40.0,45.0,0,,
1955,05/08/2017,15.0,27.0,33.0,36.0,41.0,45.0,0,,
1954,02/08/2017,9.0,25.0,33.0,35.0,40.0,49.0,0,,
1953,29/07/2017,9.0,26.0,29.0,42.0,43.0,45.0,1,107956102.12,
1952,26/07/2017,9.0,21.0,36.0,38.0,52.0,53.0,0,,
1951,22/07/2017,14.0,16.0,19.0,21.0,33.0,55.0,0,,
1950,19/07/2017,10.0,21.0,32.0,34.0,48.0,57.0,0,,
1949,15/07/2017,1.0,6.0,14.0,22.0,30.0,56.0,0,,
1948,12/07/2017,12.0,20.0,24.0,28.0,33.0,57.0,0,,
1947,08/07/2017,8.0,33.0,40.0,52.0,55.0,59.0,0,,
1946,06/07/2017,4.0,6.0,39.0,44.0,52.0,60.0,0,,
1945,04/07/2017,4.0,8.0,10.0,21.0,45.0,54.0,0,,
1944,01/07/2017,8.0,9.0,39.0,47.0,57.0,59.0,0,,
1943,28/06/2017,9.0,11.0,12.0,30.0,39.0,43.0,0,,
1942,24/06/2017,6.0,18.0,20.0,24.0,43.0,48.0,0,,
1941,21/06/2017,1.0,9.0,24.0,38.0,48.0,49.0,1,26572503.56,
1940,17/06/2017,9.0,13.0,16.0,17.0,36.0,47.0,0,,
1939,14/06/2017,7.0,24.0,29.0,39.0,45.0,52.0,0,,
1938,10/06/2017,10.0,16.0,32.0,40.0,42.0,54.0,0,,
1937,07/06/2017,6.0,10.0,24.0,29.0,43.0,55.0,1,6310224.41,
1936,03/06/2017,3.0,12.0,24.0,40.0,51.0,52.0,0,,
1935,31/05/2017,1.0,3.0,10.0,17.0,23.0,24.0,3,20928347.7,
1934,27/05/2017,8.0,23.0,35.0,39.0,56.0,59.0,0,,
1933,24/05/2017,2.0,14.0,15.0,19.0,35.0,59.0,0,,
1932,20/05/2017,10.0,16.0,21.0,29.0,44.0,55.0,0,,
1931,17/05/2017,2.0,8.0,9.0,15.0,22.0,34.0,0,,
1930,13/05/2017,4.0,17.0,18.0,37.0,52.0,56.0,0,,
1929,11/05/2017,3.0,10.0,23.0,36.0,43.0,52.0,0,,
1928,09/05/2017,10.0,26.0,28.0,51.0,53.0,59.0,0,,
1927,06/05/2017,5.0,11.0,13.0,19.0,30.0,31.0,1,3343108.9,
1926,03/05/2017,2.0,3.0,14.0,20.0,30.0,46.0,1,41318205.91,
1925,29/04/2017,1.0,17.0,38.0,43.0,45.0,47.0,0,,
1924,26/04/2017,12.0,16.0,30.0,52.0,53.0,58.0,1,101484527.44,
1923,22/04/2017,9.0,34.0,42.0,45.0,46.0,59.0,0,,
1922,19/04/2017,20.0,22.0,36.0,38.0,41.0,43.0,0,,
1921,15/04/2017,10.0,15.0,16.0,19.0,28.0,35.0,0,,
1920,12/04/2017,25.0,31.0,33.0,39.0,43.0,45.0,0,,
1919,08/04/2017,11.0,28.0,37.0,45.0,54.0,60.0,0,,
1918,05/04/2017,16.0,17.0,20.0,22.0,38.0,50.0,0,,
1917,01/04/2017,4.0,21.0,25.0,33.0,36.0,46.0,0,,
1916,29/03/2017,3.0,9.0,18.0,23.0,50.0,52.0,0,,
1915,25/03/2017,2.0,20.0,21.0,33.0,48.0,57.0,0,,
1914,22/03/2017,16.0,29.0,33.0,39.0,42.0,44.0,1,5805678.69,
1913,18/03/2017,4.0,14.0,17.0,43.0,52.0,56.0,0,,
1912,15/03/2017,10.0,13.0,33.0,35.0,36.0,42.0,1,5848882.92,
1911,11/03/2017,16.0,18.0,23.0,30.0,32.0,33.0,0,,
1910,08/03/2017,6.0,9.0,15.0,22.0,39.0,48.0,1,59741202.88,
1909,04/03/2017,11.0,40.0,43.0,45.0,47.0,57.0,0,,
1908,01/03/2017,4.0,10.0,13.0,23.0,27.0,57.0,0,,
1907,25/02/2017,3.0,25.0,35.0,38.0,44.0,48.0,0,,
1906,23/02/2017,6.0,27.0,33.0,39.0,40.0,60.0,0,,
1905,21/02/2017,29.0,35.0,43.0,54.0,56.0,57.0,0,,
1904,18/02/2017,12.0,15.0,18.0,21.0,51.0,56.0,0,,
1903,15/02/2017,9.0,10.0,15.0,28.0,43.0,45.0,0,,
1902,11/02/2017,2.0,7.0,9.0,18.0,21.0,25.0,3,11813566.31,
1901,08/02/2017,11.0,12.0,26.0,30.0,37.0,53.0,0,,
1900,04/02/2017,8.0,11.0,27.0,28.0,43.0,46.0,0,,
1899,01/02/2017,20.0,23.0,35.0,36.0,44.0,48.0,0,,
1898,28/01/2017,12.0,34.0,45.0,53.0,55.0,58.0,0,,
1897,25/01/2017,9.0,22.0,25.0,47.0,52.0,58.0,0,,
1896,21/01/2017,3.0,6.0,14.0,15.0,21.0,25.0,1,28783383.17,
1895,18/01/2017,2.0,3.0,5.0,10.0,15.0,34.0,0,,
1894,14/01/2017,21.0,31.0,35.0,53.0,54.0,57.0,0,,
1893,11/01/2017,16.0,17.0,19.0,28.0,45.0,58.0,0,,
1892,07/01/2017,6.0,17.0,22.0,30.0,37.0,50.0,0,,
1891,04/01/2017,1.0,3.0,19.0,23.0,47.0,58.0,0,,
1890,31/12/2016,5.0,11.0,22.0,24.0,51.0,53.0,6,36824758.22,
1889,24/12/2016,16.0,23.0,25.0,28.0,30.0,44.0,0,,
1888,22/12/2016,1.0,10.0,17.0,18.0,45.0,48.0,2,20091578.77,
1887,20/12/2016,11.0,23.0,34.0,41.0,46.0,56.0,0,,
1886,17/12/2016,3.0,7.0,15.0,40.0,45.0,54.0,0,,
1885,14/12/2016,7.0,14.0,18.0,23.0,32.0,59.0,0,,
1884,10/12/2016,1.0,4.0,23.0,32.0,38.0,59.0,0,,
1883,07/12/2016,16.0,27.0,28.0,47.0,59.0,60.0,0,,
1882,03/12/2016,9.0,10.0,19.0,35.0,37.0,41.0,0,,
1881,30/11/2016,3.0,10.0,30.0,44.0,53.0,56.0,1,18918141.78,
1880,26/11/2016,5.0,16.0,19.0,37.0,51.0,56.0,0,,
1879,23/11/2016,5.0,10.0,20.0,57.0,58.0,59.0,1,12957556.93,
1878,19/11/2016,12.0,16.0,26.0,40.0,56.0,57.0,0,,
1877,16/11/2016,13.0,16.0,23.0,24.0,32.0,35.0,0,,
