Todos os resultados da Mega Sena | Rede Loteria,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10
Conc.,Data,,,,,,,Gan.,Prêmio,Apostas
2559,28/01/2023,9.0,12.0,20.0,30.0,32.0,35.0,0,,25447395
2558,25/01/2023,2.0,10.0,18.0,25.0,34.0,44.0,0,,20149702
2557,21/01/2023,3.0,13.0,16.0,25.0,27.0,33.0,0,,20296963
2556,18/01/2023,2.0,6.0,10.0,14.0,34.0,56.0,0,,16667704
2555,14/01/2023,3.0,20.0,45.0,52.0,53.0,58.0,0,,14626584
2554,12/01/2023,19.0,25.0,43.0,44.0,48.0,49.0,0,,9843978
2553,10/01/2023,13.0,15.0,53.0,54.0,55.0,58.0,0,,7348453
2552,07/01/2023,5.0,24.0,25.0,33.0,38.0,41.0,0,,10370116
2551,04/01/2023,1.0,25.0,29.0,43.0,46.0,48.0,0,,6781853
2550,31/12/2022,4.0,5.0,10.0,34.0,58.0,59.0,5,108393993.26,435210965
2549,17/12/2022,1.0,6.0,10.0,30.0,33.0,35.0,0,,9430963
2548,14/12/2022,9.0,15.0,23.0,25.0,29.0,30.0,1,134811174.29,26199049
2547,10/12/2022,10.0,25.0,31.0,37.0,38.0,57.0,0,,25349495
2546,07/12/2022,3.0,23.0,28.0,34.0,38.0,48.0,0,,24344811
2545,03/12/2022,20.0,23.0,32.0,36.0,39.0,57.0,0,,24262624
2544,30/11/2022,25.0,38.0,45.0,53.0,55.0,56.0,0,,16936444
2543,26/11/2022,2.0,5.0,27.0,30.0,46.0,53.0,0,,15786170
2542,24/11/2022,12.0,20.0,22.0,25.0,26.0,55.0,0,,12114420
2541,22/11/2022,10.0,28.0,45.0,47.0,57.0,59.0,0,,10914674
2540,19/11/2022,2.0,8.0,28.0,34.0,41.0,49.0,0,,15935259
2539,16/11/2022,1.0,23.0,32.0,33.0,36.0,59.0,0,,9334994
2538,12/11/2022,6.0,15.0,19.0,20.0,33.0,52.0,0,,10120919
2537,09/11/2022,12.0,24.0,26.0,31.0,37.0,48.0,1,64250536.1,20244175
2536,05/11/2022,9.0,22.0,27.0,30.0,33.0,45.0,0,,18076891
2535,03/11/2022,1.0,3.0,24.0,37.0,51.0,56.0,0,,14946024
2534,29/10/2022,28.0,36.0,39.0,44.0,56.0,60.0,1,131566946.59,36511729
2533,26/10/2022,17.0,18.0,20.0,37.0,45.0,53.0,0,,30800998
2532,22/10/2022,10.0,14.0,17.0,18.0,23.0,30.0,0,,27120679
2531,20/10/2022,1.0,5.0,18.0,49.0,55.0,56.0,0,,20130503
2530,18/10/2022,14.0,17.0,18.0,28.0,30.0,44.0,0,,14565234
2529,15/10/2022,3.0,5.0,32.0,56.0,57.0,59.0,0,,14217809
2528,13/10/2022,4.0,15.0,22.0,53.0,56.0,60.0,0,,13031634
2527,08/10/2022,8.0,19.0,29.0,38.0,48.0,56.0,0,,12571779
2526,05/10/2022,2.0,16.0,24.0,38.0,43.0,59.0,0,,8859330
2525,01/10/2022,4.0,13.0,21.0,26.0,47.0,51.0,2,158926894.27,106390983
2524,28/09/2022,3.0,20.0,22.0,37.0,41.0,43.0,0,,68381274
2523,24/09/2022,1.0,10.0,27.0,36.0,37.0,45.0,0,,50836793
2522,21/09/2022,4.0,5.0,25.0,32.0,39.0,40.0,0,,42378779
2521,17/09/2022,23.0,28.0,33.0,38.0,55.0,59.0,0,,30657352
2520,15/09/2022,2.0,17.0,22.0,41.0,58.0,60.0,0,,24464853
2519,13/09/2022,3.0,8.0,20.0,36.0,38.0,57.0,0,,15929501
2518,10/09/2022,3.0,22.0,23.0,44.0,53.0,60.0,0,,17089030
2517,08/09/2022,1.0,5.0,6.0,16.0,22.0,39.0,0,,17395015
2516,03/09/2022,8.0,17.0,49.0,51.0,52.0,53.0,0,,17771746
2515,31/08/2022,3.0,12.0,19.0,41.0,45.0,54.0,0,,14514417
2514,27/08/2022,5.0,15.0,24.0,34.0,45.0,52.0,0,,12005637
2513,24/08/2022,13.0,19.0,21.0,35.0,46.0,50.0,0,,9917443
2512,20/08/2022,7.0,10.0,34.0,47.0,49.0,52.0,0,,9687733
2511,17/08/2022,4.0,10.0,15.0,39.0,41.0,49.0,0,,6677512
2510,13/08/2022,8.0,13.0,25.0,32.0,44.0,57.0,4,6670155.67,13821556
2509,10/08/2022,8.0,37.0,39.0,50.0,59.0,60.0,0,,8873573
2508,06/08/2022,41.0,45.0,48.0,51.0,53.0,58.0,0,,7188085
2507,04/08/2022,4.0,6.0,12.0,34.0,35.0,53.0,1,5543989.92,6913747
2506,02/08/2022,21.0,22.0,29.0,34.0,40.0,44.0,0,,4686166
2505,30/07/2022,3.0,5.0,19.0,26.0,43.0,51.0,1,24271229.51,13609356
2504,27/07/2022,14.0,33.0,41.0,42.0,44.0,55.0,0,,7045666
2503,23/07/2022,3.0,14.0,16.0,38.0,43.0,45.0,1,13748083.57,11507255
2502,20/07/2022,16.0,20.0,21.0,39.0,44.0,55.0,0,,9099394
2501,16/07/2022,11.0,27.0,32.0,40.0,58.0,59.0,0,,8159019
2500,13/07/2022,5.0,16.0,25.0,32.0,39.0,55.0,1,27485274,12120605
2499,09/07/2022,11.0,19.0,38.0,47.0,56.0,59.0,0,,8576139
2498,06/07/2022,9.0,12.0,26.0,29.0,46.0,47.0,1,51830706.79,17344107
2497,02/07/2022,5.0,14.0,23.0,46.0,48.0,52.0,0,,14372459
2496,30/06/2022,7.0,26.0,31.0,38.0,46.0,58.0,0,,10478249
2495,28/06/2022,8.0,12.0,14.0,30.0,33.0,41.0,0,,7793273
2494,25/06/2022,1.0,4.0,10.0,22.0,53.0,54.0,1,78763087.85,21736130
2493,22/06/2022,4.0,9.0,37.0,43.0,44.0,56.0,0,,19768443
2492,18/06/2022,10.0,30.0,31.0,33.0,42.0,52.0,0,,17946518
2491,15/06/2022,22.0,29.0,38.0,43.0,48.0,53.0,0,,17147241
2490,11/06/2022,11.0,16.0,17.0,41.0,46.0,59.0,0,,16405233
2489,08/06/2022,3.0,10.0,13.0,25.0,41.0,42.0,0,,10311027
2488,04/06/2022,17.0,31.0,34.0,40.0,56.0,57.0,0,,8247329
2487,02/06/2022,23.0,36.0,42.0,48.0,54.0,58.0,1,3681934.22,7703859
2486,31/05/2022,8.0,9.0,17.0,19.0,33.0,56.0,1,117557270.98,24819561
2485,28/05/2022,5.0,12.0,32.0,38.0,47.0,60.0,0,,33613856
2484,25/05/2022,11.0,14.0,36.0,41.0,54.0,59.0,0,,20995967
2483,21/05/2022,20.0,34.0,38.0,40.0,49.0,54.0,0,,20682617
2482,18/05/2022,1.0,32.0,35.0,44.0,45.0,57.0,0,,16543004
2481,14/05/2022,1.0,8.0,21.0,27.0,36.0,37.0,0,,17228181
2480,11/05/2022,4.0,6.0,9.0,31.0,50.0,56.0,0,,13221674
2479,07/05/2022,10.0,15.0,17.0,20.0,21.0,35.0,1,4456908.1,9325368
2478,04/05/2022,2.0,17.0,23.0,28.0,39.0,46.0,1,58922844.33,20463544
2477,30/04/2022,20.0,33.0,37.0,38.0,49.0,50.0,0,,16500022
2476,28/04/2022,2.0,7.0,32.0,46.0,49.0,55.0,0,,12096831
2475,26/04/2022,1.0,40.0,44.0,45.0,58.0,60.0,0,,9561264
2474,23/04/2022,22.0,30.0,38.0,39.0,49.0,56.0,0,,9648820
2473,20/04/2022,15.0,18.0,28.0,42.0,55.0,60.0,0,,7795512
2472,16/04/2022,5.0,13.0,18.0,23.0,35.0,36.0,1,66733761.74,19410051
2471,13/04/2022,8.0,23.0,29.0,30.0,36.0,55.0,0,,19351389
2470,09/04/2022,8.0,33.0,40.0,42.0,48.0,51.0,0,,17857372
2469,06/04/2022,5.0,28.0,30.0,38.0,52.0,55.0,0,,7978761
2468,02/04/2022,22.0,35.0,41.0,42.0,53.0,57.0,1,122627171.8,35152214
2467,30/03/2022,1.0,10.0,19.0,34.0,35.0,45.0,0,,29453343
2466,26/03/2022,2.0,3.0,13.0,20.0,53.0,54.0,0,,25495188
2465,23/03/2022,3.0,8.0,23.0,29.0,53.0,54.0,0,,21289839
2464,19/03/2022,2.0,7.0,24.0,43.0,52.0,56.0,2,94690936.18,67779305
2463,16/03/2022,11.0,16.0,31.0,37.0,42.0,51.0,0,,55470277
2462,12/03/2022,3.0,16.0,23.0,41.0,45.0,57.0,0,,44358569
2461,09/03/2022,8.0,11.0,16.0,21.0,32.0,37.0,0,,36761415
2460,05/03/2022,16.0,17.0,18.0,28.0,35.0,47.0,0,,26610035
2459,03/03/2022,15.0,24.0,33.0,49.0,53.0,59.0,0,,17756710
2458,26/02/2022,15.0,40.0,44.0,45.0,47.0,51.0,0,,16151895
2457,24/02/2022,10.0,19.0,46.0,47.0,49.0,50.0,0,,12370705
2456,22/02/2022,28.0,34.0,40.0,41.0,52.0,55.0,0,,9708427
2455,19/02/2022,21.0,38.0,50.0,53.0,56.0,59.0,0,,12987571
2454,16/02/2022,9.0,14.0,22.0,24.0,44.0,47.0,0,,8749729
2453,12/02/2022,10.0,14.0,15.0,24.0,34.0,44.0,0,,8630475
2452,09/02/2022,8.0,10.0,51.0,56.0,57.0,58.0,0,,6424466
2451,05/02/2022,13.0,26.0,31.0,46.0,51.0,60.0,1,26422347.01,12832621
2450,02/02/2022,2.0,6.0,11.0,15.0,17.0,39.0,0,,9715148
2449,29/01/2022,14.0,20.0,21.0,31.0,49.0,52.0,1,36777767.1,12694277
2448,27/01/2022,18.0,30.0,32.0,35.0,40.0,48.0,0,,10497353
2447,25/01/2022,13.0,19.0,29.0,42.0,49.0,52.0,0,,7797392
2446,22/01/2022,1.0,13.0,27.0,41.0,51.0,58.0,0,,11781118
2445,19/01/2022,11.0,25.0,32.0,37.0,47.0,56.0,0,,9311085
2444,15/01/2022,15.0,17.0,20.0,35.0,37.0,43.0,0,,6776621
2443,12/01/2022,1.0,5.0,12.0,13.0,17.0,31.0,2,5259397.57,8521717
2442,08/01/2022,2.0,7.0,9.0,25.0,41.0,49.0,0,,7682577
2441,05/01/2022,9.0,41.0,42.0,46.0,47.0,54.0,0,,5804604
2440,31/12/2021,12.0,15.0,23.0,32.0,33.0,46.0,2,189062363.74,335612562
2439,18/12/2021,2.0,8.0,34.0,38.0,47.0,51.0,0,,7106637
2438,15/12/2021,4.0,11.0,19.0,25.0,37.0,55.0,1,6549381.39,7472017
2437,11/12/2021,1.0,19.0,41.0,46.0,48.0,55.0,0,,6231517
2436,09/12/2021,5.0,15.0,28.0,32.0,38.0,54.0,1,39405657.46,10388189
2435,07/12/2021,5.0,22.0,30.0,32.0,33.0,36.0,0,,8317508
2434,04/12/2021,1.0,2.0,14.0,28.0,40.0,51.0,0,,10797043
2433,01/12/2021,8.0,9.0,32.0,52.0,53.0,57.0,0,,8558015
2432,27/11/2021,7.0,29.0,38.0,40.0,44.0,52.0,0,,8163930
2431,24/11/2021,8.0,11.0,22.0,25.0,26.0,36.0,0,,6311040
2430,20/11/2021,19.0,26.0,39.0,45.0,46.0,56.0,1,39690444.5,13760930
2429,17/11/2021,11.0,37.0,53.0,55.0,56.0,60.0,0,,7579495
2428,13/11/2021,3.0,9.0,25.0,28.0,29.0,39.0,0,,7662743
2427,10/11/2021,3.0,19.0,25.0,37.0,44.0,56.0,5,18181413.39,29927032
2426,06/11/2021,5.0,11.0,24.0,27.0,32.0,57.0,0,,24120281
2425,03/11/2021,10.0,31.0,38.0,46.0,49.0,54.0,0,,16687543
2424,30/10/2021,3.0,16.0,17.0,37.0,38.0,53.0,0,,15988202
2423,27/10/2021,16.0,18.0,38.0,48.0,51.0,60.0,0,,12760329
2422,23/10/2021,2.0,7.0,10.0,20.0,30.0,46.0,0,,11160667
2421,21/10/2021,2.0,3.0,32.0,35.0,48.0,57.0,0,,8923492
2420,19/10/2021,5.0,8.0,29.0,39.0,44.0,60.0,0,,6030433
2419,16/10/2021,10.0,35.0,43.0,48.0,50.0,53.0,1,11509541.3,9960653
2418,13/10/2021,2.0,11.0,19.0,27.0,57.0,60.0,0,,6513374
2417,09/10/2021,3.0,7.0,10.0,11.0,27.0,46.0,0,,7607849
2416,06/10/2021,6.0,7.0,11.0,26.0,37.0,57.0,1,35714240.27,13224223
2415,02/10/2021,10.0,12.0,26.0,29.0,35.0,60.0,0,,10620261
2414,30/09/2021,4.0,5.0,6.0,14.0,29.0,38.0,0,,7113779
2413,28/09/2021,3.0,22.0,37.0,40.0,41.0,48.0,0,,5315459
2412,25/09/2021,9.0,16.0,34.0,36.0,49.0,60.0,0,,8419574
2411,22/09/2021,7.0,26.0,29.0,34.0,43.0,44.0,0,,6091438
2410,18/09/2021,7.0,10.0,27.0,35.0,43.0,59.0,2,12503139.64,11148670
2409,15/09/2021,2.0,29.0,39.0,49.0,52.0,58.0,0,,6023786
2408,11/09/2021,4.0,29.0,30.0,38.0,43.0,57.0,1,46317095.04,14862013
2407,08/09/2021,13.0,17.0,31.0,43.0,54.0,55.0,0,,10909015
2406,04/09/2021,8.0,12.0,29.0,43.0,54.0,60.0,0,,13384079
2405,01/09/2021,21.0,38.0,48.0,49.0,53.0,59.0,0,,10740269
2404,28/08/2021,1.0,19.0,35.0,40.0,47.0,54.0,0,,8265366
2403,25/08/2021,10.0,12.0,14.0,32.0,33.0,34.0,0,,6171010
2402,21/08/2021,6.0,22.0,25.0,29.0,30.0,60.0,1,40953827.42,15109804
2401,18/08/2021,8.0,11.0,13.0,33.0,38.0,48.0,0,,12362843
2400,14/08/2021,9.0,21.0,25.0,26.0,36.0,53.0,0,,9921790
2399,12/08/2021,27.0,35.0,42.0,44.0,51.0,52.0,0,,5968542
2398,10/08/2021,8.0,17.0,30.0,36.0,54.0,59.0,1,60902054.13,13155239
2397,07/08/2021,6.0,14.0,20.0,39.0,46.0,48.0,0,,18531959
2396,04/08/2021,2.0,3.0,25.0,39.0,42.0,49.0,0,,15423511
2395,31/07/2021,4.0,11.0,12.0,44.0,45.0,57.0,0,,14258141
2394,28/07/2021,5.0,16.0,25.0,36.0,42.0,44.0,0,,8977132
2393,24/07/2021,26.0,27.0,28.0,32.0,38.0,51.0,0,,8662624
2392,21/07/2021,11.0,15.0,23.0,25.0,34.0,53.0,0,,6319221
2391,17/07/2021,5.0,8.0,13.0,27.0,36.0,50.0,1,76237205.1,23894479
2390,14/07/2021,9.0,13.0,20.0,22.0,32.0,56.0,0,,19123800
2389,10/07/2021,16.0,30.0,37.0,39.0,40.0,51.0,0,,15221240
2388,07/07/2021,8.0,30.0,33.0,37.0,45.0,48.0,0,,12875639
2387,03/07/2021,8.0,26.0,30.0,31.0,38.0,48.0,0,,10308385
2386,01/07/2021,11.0,13.0,16.0,35.0,49.0,50.0,0,,7697793
2385,29/06/2021,12.0,24.0,32.0,37.0,43.0,60.0,0,,5434520
2384,26/06/2021,9.0,13.0,22.0,25.0,26.0,31.0,0,,6298362
2383,23/06/2021,13.0,15.0,16.0,20.0,40.0,41.0,1,2783717,5824483
2382,19/06/2021,6.0,9.0,19.0,38.0,53.0,55.0,1,7098061.76,8380994
2381,16/06/2021,7.0,23.0,32.0,41.0,42.0,47.0,0,,6470566
2380,12/06/2021,11.0,16.0,20.0,24.0,39.0,53.0,1,43258691.06,14810668
2379,09/06/2021,2.0,8.0,26.0,32.0,46.0,56.0,0,,9751565
2378,05/06/2021,11.0,37.0,38.0,41.0,49.0,54.0,0,,8532007
2377,02/06/2021,5.0,18.0,29.0,35.0,43.0,44.0,0,,6909215
2376,29/05/2021,12.0,14.0,17.0,18.0,19.0,22.0,2,47341439.63,31579301
2375,26/05/2021,2.0,6.0,44.0,46.0,53.0,58.0,0,,23582254
2374,22/05/2021,12.0,13.0,25.0,37.0,39.0,41.0,0,,17028805
2373,19/05/2021,23.0,24.0,26.0,44.0,49.0,60.0,0,,14253810
2372,15/05/2021,3.0,19.0,25.0,44.0,46.0,57.0,0,,13919003
2371,12/05/2021,4.0,15.0,30.0,36.0,39.0,48.0,0,,11587981
2370,08/05/2021,7.0,31.0,37.0,42.0,44.0,56.0,0,,9760441
2369,06/05/2021,4.0,9.0,17.0,19.0,37.0,60.0,0,,5609682
2368,04/05/2021,4.0,7.0,13.0,25.0,36.0,58.0,1,37429107.24,10397943
2367,30/04/2021,5.0,23.0,29.0,34.0,53.0,60.0,0,,9766983
2366,28/04/2021,4.0,27.0,33.0,35.0,38.0,41.0,0,,11039185
2365,24/04/2021,1.0,17.0,28.0,37.0,44.0,50.0,0,,9252673
2364,22/04/2021,20.0,33.0,42.0,44.0,51.0,56.0,0,,5874245
2363,17/04/2021,6.0,14.0,24.0,34.0,39.0,58.0,1,40076100.78,14815165
2362,14/04/2021,3.0,20.0,22.0,32.0,35.0,50.0,0,,11986104
2361,10/04/2021,14.0,21.0,22.0,29.0,35.0,46.0,0,,10094038
2360,08/04/2021,10.0,15.0,21.0,24.0,29.0,45.0,0,,8113125
2359,06/04/2021,31.0,32.0,39.0,42.0,43.0,51.0,0,,4718562
2358,03/04/2021,5.0,9.0,11.0,16.0,43.0,57.0,0,,6028921
2357,31/03/2021,19.0,28.0,30.0,34.0,40.0,51.0,0,,5679763
2356,27/03/2021,3.0,10.0,25.0,36.0,51.0,58.0,1,27070907.55,10470017
2355,24/03/2021,7.0,30.0,31.0,41.0,50.0,56.0,0,,8766399
2354,20/03/2021,6.0,18.0,25.0,30.0,42.0,54.0,2,22779788.25,14323231
2353,17/03/2021,3.0,19.0,34.0,41.0,48.0,53.0,0,,12578875
2352,13/03/2021,9.0,17.0,38.0,41.0,49.0,55.0,0,,12308990
2351,10/03/2021,19.0,22.0,35.0,41.0,47.0,49.0,0,,10422193
2350,06/03/2021,25.0,28.0,29.0,34.0,41.0,45.0,0,,9874876
2349,03/03/2021,5.0,10.0,25.0,32.0,49.0,54.0,1,2780964.58,5818724
2348,27/02/2021,2.0,3.0,7.0,48.0,51.0,54.0,1,49341885.2,15940771
2347,24/02/2021,8.0,9.0,17.0,30.0,58.0,60.0,0,,13362733
2346,20/02/2021,3.0,4.0,11.0,40.0,42.0,58.0,0,,13169167
2345,17/02/2021,7.0,16.0,19.0,22.0,28.0,55.0,0,,8691737
2344,13/02/2021,11.0,17.0,25.0,38.0,52.0,57.0,0,,9731973
2343,10/02/2021,4.0,31.0,42.0,45.0,49.0,56.0,0,,7760384
2342,06/02/2021,17.0,20.0,24.0,27.0,40.0,60.0,0,,6939562
2341,03/02/2021,4.0,9.0,31.0,32.0,42.0,46.0,1,25099868.34,10915243
2340,30/01/2021,16.0,21.0,28.0,41.0,49.0,51.0,0,,8631425
2339,28/01/2021,4.0,18.0,29.0,47.0,48.0,59.0,0,,5036604
2338,26/01/2021,8.0,21.0,23.0,34.0,42.0,47.0,0,,3541962
2337,23/01/2021,2.0,9.0,34.0,49.0,51.0,55.0,1,21898260.37,11503207
2336,20/01/2021,8.0,10.0,20.0,27.0,28.0,50.0,0,,9449497
2335,16/01/2021,9.0,18.0,23.0,42.0,47.0,49.0,0,,9274550
2334,13/01/2021,4.0,13.0,20.0,22.0,25.0,60.0,1,11854874.71,8802386
2333,09/01/2021,9.0,16.0,31.0,41.0,53.0,55.0,0,,7912377
2332,06/01/2021,12.0,33.0,35.0,36.0,44.0,52.0,0,,6141669
2331,02/01/2021,11.0,13.0,16.0,36.0,53.0,57.0,0,,1947999
2330,31/12/2020,17.0,20.0,22.0,35.0,41.0,42.0,2,162625108.22,261270901
2329,19/12/2020,12.0,14.0,28.0,42.0,45.0,55.0,2,26798752.27,15564819
2328,16/12/2020,8.0,11.0,14.0,39.0,48.0,53.0,0,,12903249
2327,12/12/2020,30.0,37.0,45.0,54.0,57.0,58.0,0,,11723172
2326,10/12/2020,10.0,16.0,27.0,34.0,36.0,57.0,0,,9692333
2325,08/12/2020,33.0,34.0,37.0,46.0,52.0,60.0,0,,7118377
2324,05/12/2020,2.0,16.0,19.0,31.0,43.0,60.0,0,,9710677
2323,02/12/2020,20.0,27.0,35.0,39.0,50.0,59.0,0,,7526632
2322,28/11/2020,2.0,5.0,10.0,29.0,34.0,41.0,0,,6940269
2321,25/11/2020,14.0,25.0,28.0,41.0,43.0,46.0,1,3036906.71,6354242
2320,21/11/2020,6.0,30.0,35.0,39.0,42.0,48.0,1,76128023.58,18730180
2319,18/11/2020,6.0,17.0,25.0,35.0,40.0,49.0,0,,14671076
2318,14/11/2020,28.0,44.0,52.0,54.0,58.0,60.0,0,,15072841
2317,11/11/2020,3.0,8.0,30.0,33.0,35.0,48.0,0,,12877846
2316,07/11/2020,2.0,11.0,43.0,49.0,52.0,56.0,0,,12377507
2315,04/11/2020,1.0,10.0,17.0,26.0,30.0,53.0,0,,8613362
2314,31/10/2020,6.0,7.0,28.0,42.0,45.0,49.0,1,53047796.53,16662267
2313,28/10/2020,3.0,20.0,26.0,45.0,49.0,58.0,0,,13791812
2312,24/10/2020,3.0,27.0,39.0,46.0,47.0,60.0,0,,11859091
2311,22/10/2020,3.0,5.0,9.0,35.0,43.0,60.0,0,,9610586
2310,20/10/2020,13.0,17.0,28.0,29.0,42.0,53.0,0,,6872791
2309,17/10/2020,9.0,11.0,29.0,30.0,33.0,60.0,0,,6881690
2308,14/10/2020,9.0,13.0,26.0,38.0,58.0,60.0,1,6648106.25,6670661
2307,10/10/2020,16.0,33.0,38.0,46.0,53.0,55.0,0,,7239439
2306,07/10/2020,3.0,19.0,28.0,33.0,57.0,58.0,1,103029826.38,28269591
2305,03/10/2020,7.0,16.0,22.0,38.0,55.0,57.0,0,,23031938
2304,30/09/2020,12.0,21.0,29.0,54.0,56.0,57.0,0,,16635333
2303,26/09/2020,3.0,7.0,17.0,20.0,48.0,50.0,0,,16127569
2302,23/09/2020,18.0,22.0,25.0,27.0,43.0,44.0,0,,13297208
2301,19/09/2020,17.0,18.0,35.0,36.0,47.0,52.0,0,,11268282
2300,17/09/2020,9.0,21.0,37.0,39.0,43.0,54.0,0,,8653591
2299,15/09/2020,2.0,3.0,19.0,40.0,44.0,60.0,0,,4668364
2298,12/09/2020,13.0,17.0,21.0,31.0,41.0,49.0,0,,7386240
2297,09/09/2020,20.0,22.0,35.0,40.0,41.0,59.0,0,,5235113
2296,05/09/2020,1.0,6.0,21.0,29.0,36.0,59.0,2,47160446.98,24971199
2295,02/09/2020,6.0,13.0,26.0,28.0,35.0,41.0,0,,20621086
2294,29/08/2020,9.0,15.0,20.0,33.0,41.0,43.0,0,,16160381
2293,26/08/2020,1.0,2.0,10.0,37.0,42.0,48.0,0,,13618341
2292,22/08/2020,6.0,16.0,18.0,33.0,42.0,57.0,0,,13156535
2291,19/08/2020,12.0,26.0,31.0,36.0,37.0,49.0,0,,11278180
2290,15/08/2020,5.0,18.0,36.0,44.0,57.0,60.0,0,,9259925
2289,13/08/2020,6.0,9.0,34.0,37.0,38.0,45.0,0,,6861776
2288,11/08/2020,2.0,26.0,35.0,39.0,40.0,56.0,0,,5025047
2287,08/08/2020,2.0,4.0,6.0,29.0,41.0,56.0,0,,7939408
2286,05/08/2020,9.0,21.0,30.0,41.0,42.0,43.0,0,,6078273
2285,01/08/2020,1.0,7.0,10.0,12.0,33.0,42.0,2,11323343.69,9865028
2284,29/07/2020,4.0,10.0,12.0,14.0,36.0,46.0,0,,6561046
2283,25/07/2020,4.0,24.0,37.0,43.0,59.0,60.0,0,,6230862
2282,22/07/2020,12.0,27.0,30.0,36.0,45.0,52.0,1,28456665.08,10138057
2281,18/07/2020,14.0,27.0,35.0,40.0,50.0,55.0,0,,8782165
2280,16/07/2020,28.0,29.0,31.0,50.0,58.0,59.0,0,,7627295
2279,14/07/2020,5.0,12.0,14.0,20.0,27.0,28.0,1,43234926.1,8855952
2278,11/07/2020,8.0,17.0,34.0,37.0,43.0,45.0,0,,13462355
2277,08/07/2020,10.0,22.0,23.0,37.0,53.0,60.0,0,,10973689
2276,04/07/2020,5.0,15.0,18.0,27.0,49.0,57.0,0,,10678360
2275,01/07/2020,2.0,4.0,25.0,36.0,50.0,53.0,0,,8519315
2274,27/06/2020,8.0,11.0,17.0,33.0,40.0,55.0,0,,5745306
2273,24/06/2020,15.0,16.0,20.0,38.0,40.0,58.0,1,43269740.25,12572358
2272,20/06/2020,2.0,5.0,11.0,24.0,41.0,49.0,0,,12498139
2271,17/06/2020,6.0,10.0,27.0,28.0,41.0,52.0,0,,10981628
2270,13/06/2020,14.0,16.0,38.0,39.0,41.0,48.0,0,,9473110
2269,10/06/2020,1.0,11.0,14.0,23.0,29.0,55.0,0,,7196497
2268,06/06/2020,4.0,13.0,23.0,28.0,30.0,52.0,0,,6608687
2267,03/06/2020,20.0,32.0,33.0,48.0,49.0,53.0,1,45553191.42,13377685
2266,30/05/2020,10.0,23.0,31.0,37.0,58.0,59.0,0,,12465928
2265,27/05/2020,14.0,20.0,23.0,39.0,46.0,50.0,0,,9994882
2264,23/05/2020,2.0,3.0,8.0,19.0,29.0,37.0,0,,7103335
2263,20/05/2020,9.0,24.0,33.0,43.0,49.0,57.0,0,,5556878
2262,16/05/2020,7.0,8.0,14.0,23.0,30.0,46.0,1,101195308.3,26256759
2261,13/05/2020,7.0,23.0,26.0,27.0,29.0,51.0,0,,19596588
2260,09/05/2020,12.0,14.0,34.0,35.0,37.0,47.0,0,,15963363
2259,07/05/2020,20.0,27.0,41.0,54.0,56.0,58.0,0,,11910408
2258,05/05/2020,1.0,5.0,7.0,14.0,23.0,26.0,0,,8491502
2257,02/05/2020,18.0,21.0,30.0,31.0,34.0,51.0,0,,10266165
2256,29/04/2020,9.0,10.0,30.0,37.0,47.0,54.0,0,,10358700
2255,25/04/2020,15.0,20.0,39.0,41.0,49.0,57.0,0,,9012778
2254,22/04/2020,4.0,9.0,24.0,44.0,47.0,56.0,0,,6730433
2253,18/04/2020,31.0,32.0,33.0,39.0,52.0,55.0,0,,7349953
2252,15/04/2020,1.0,17.0,30.0,37.0,46.0,50.0,0,,6420711
2251,11/04/2020,5.0,15.0,22.0,26.0,54.0,58.0,0,,5549673
2250,08/04/2020,27.0,33.0,39.0,52.0,57.0,58.0,0,,5517412
2249,04/04/2020,4.0,9.0,31.0,47.0,49.0,53.0,0,,4147116
2248,01/04/2020,9.0,15.0,20.0,29.0,30.0,42.0,1,4906932.9,4336724
2247,28/03/2020,1.0,42.0,44.0,47.0,48.0,53.0,0,,3336031
2246,25/03/2020,5.0,9.0,24.0,27.0,33.0,46.0,0,,2594218
2245,21/03/2020,11.0,14.0,15.0,18.0,33.0,34.0,1,15186785.88,6056394
2244,18/03/2020,3.0,5.0,11.0,34.0,37.0,42.0,1,12147334.8,7855564
2243,14/03/2020,14.0,18.0,28.0,35.0,38.0,54.0,0,,7496032
2242,12/03/2020,5.0,9.0,18.0,24.0,25.0,42.0,0,,6001470
2241,10/03/2020,1.0,13.0,18.0,26.0,40.0,56.0,0,,4063291
2240,07/03/2020,7.0,9.0,10.0,19.0,25.0,58.0,2,27894020.38,15501075
2239,04/03/2020,7.0,27.0,31.0,39.0,45.0,46.0,0,,8508509
2238,29/02/2020,11.0,36.0,45.0,55.0,57.0,58.0,0,,6661055
2237,27/02/2020,11.0,20.0,27.0,28.0,53.0,60.0,2,105826358.87,45118912
2236,22/02/2020,7.0,20.0,38.0,43.0,45.0,53.0,0,,41166429
2235,19/02/2020,14.0,18.0,30.0,35.0,55.0,57.0,0,,35453834
2234,15/02/2020,4.0,21.0,27.0,29.0,42.0,47.0,0,,30066331
2233,12/02/2020,4.0,6.0,32.0,35.0,41.0,45.0,0,,25845674
2232,08/02/2020,7.0,8.0,31.0,34.0,38.0,47.0,0,,23216488
2231,05/02/2020,4.0,13.0,25.0,40.0,53.0,57.0,0,,19202280
2230,01/02/2020,7.0,17.0,26.0,39.0,56.0,60.0,0,,17673142
